name,endereco,bairro,cep,cidade,estado,pais,telefone,nome_fantasia,email,site,cnpj
INSTITUTO DE PSICOLOGIA CLINICA EDUCACIONAL E PROFISSIONAL,RUA MARIA EUGENIA - 138 -,HUMAITA,22261080,Rio de Janeiro,RJ,Brasil,21-22666149,,,,
associação de pais e amigos dos excepcionais,rua heraldo guerra - 0 -,centro,44350000,Governador Mangabeira,BA,Brasil,75-36382255,apae governador mangabeira,betysilvaok@yahoo.com.br,,
Associação das Pessoas Portadoras de Deficiencia de Montes Claros,Rua: Sete de Setembro - 337 - Proximo ao número 159,Maracanã,39403072,Montes Claros,MG,Brasil,-32149422,ADEMOC,atendimento@ademoc.com.br,www.ademoc.com.br,21373873000110
LAR DE MARIA,RUA MATO GROSSO - 93 - APT 101,CENTRO,36400000,Conselheiro Lafaiete,MG,Brasil,31-37211243,LAR DE MARIA,admlardemaria@viareal.com.br,,
ASSOCIAÇÃO DE PROTEÇÃO A MATERNIDADE E A INFANCIA,RUA CRISPIM FURQUIM DE SIQUEIRA - 1000 - CASA,BUTIEIRINHO,83560000,Itaperuçu,PR,Brasil,-36031430,APMI DE ITAPERUÇU,associacaoapmita@hotmail.com,,
CONSELHO PARTICULAR DE CARMO DO RIO CLARO DA SSVP,RUA DR. BIAS FORTES - 362 -,CENTRO,37150000,Carmo do Rio Claro,MG,Brasil,35-35613897,,,,
Refazer - Grupo de Apoio à Criança e ao Adolescente,Rua Hans Staden - 34 -,Botafogo,22281060,Rio de Janeiro,RJ,Brasil,21-25273434,,,,
APAE DE ILICÍNEA,RUA MOSCARDINI - 125 - CASA,GLÓRIA,37175000,Ilicínea,MG,Brasil,35-84052598,ESCOLA ESPECIAL SANTOS ANJOS,agnusvilela@yahoo.com.br,,
SIM - Serviço de Inteegração de Migrantes,Av Centenário - 697 -,SIM,44042280,Feira de Santana,BA,Brasil,-36251791,Instituto de Educação e Desenvolvimento-INED,josuefsa@uol.com.br,,
PROMAM PROGRAMA MUNICIPAL DE APOIO AO MENOR,AVENIDA PAULO SHIMADA - 345 -,TANCREDO NEVES,38800000,São Gotardo,MG,Brasil,34-36711071,PROMAM,fjgcontabilidade@yahoo.com.br,,
FUNDACÃO CÂNDIDO BRASIL ESTRELA,RUA MARECHAL DEODORO - 1909 - CAIXA POSTAL 44,CENTRO,15130000,Mirassol,SP,Brasil,17-32422529,FUNDAÇÃO CÂNDIDO BRASIL ESTRELA,fundacaocbestrela@ig.com.br,,
Organização Não Governamental,Av. Ministro Fernando Costa - 746 - sala 106,Centro,23890000,Seropédica,RJ,Brasil,-26822536,Associação Phoenix Auto-Estima ( APA),loupavilhena@hotmail.com,,
SANTA CASA MATER MISERICORDIAE DE UNA,RUA MORRO GRANDE - 100 - TERREO,CENTRO,45690000,Una,BA,Brasil,-32361839,SANTA CASA DE MISERICORDIA DE UNA,santacasauna@bol.com.br,,
CASA PIA E COLEGIO DOS ORFAOS DE SAO JOAQUIM,AV FREDERICO PONTES - 375 -,CALÇADA,40260120,Salvador,BA,Brasil,71-33125329,,,,
Fundação Maçônica Manoel dos Santos,Avenida Aspirante Mega - 2640 -,Jardim Patricia,38408068,Uberlândia,MG,Brasil,34-32910000,Fundação Maçônica,fmms@fmms.com.br,fmms.com.br,20733911000135
"Associação de Proteção à Maternidade, a Infância e a Família de Tambaú",Av. Angelina Lepri Biasoli - 709 -,Vila Maria,13710000,Tambaú,SP,Brasil,19-36731263,"Associação de Proteção à Maternidade, a Infância e a Família de Tambaú",apmitambau@gmail.com,,
Centro de Orientação ao Adolescente de Campinas,Rua Da Abolição - 92 -,Ponte Preta,13041445,Campinas,SP,Brasil,19-32341749,Comec,financeiro@comec.org.br,,
Instituto de Incentivo á Melhoria da População Carente do Estado de Pernambuco,Rua Floriano Peixoto - 85 - Ed. Vieira da Cunha Sala 106 1º andar,Santo Antonio,50020060,Recife,PE,Brasil,-30914001,IMPC,oscip-impc@hotmail.com,,
FUNDAÇÃO GUIMARÃES ROSA,RUA PARAIBA - 1441 - 8º andar/sala 801,Funcionários,30130141,Belo Horizonte,MG,Brasil,-32631600,,,,
CENTRO EDUCACIONAL FRATERNIDADE,AVENIDA DOM PEDRO II - 225 -,GETULIO VARGAS,96201010,Rio Grande,RS,Brasil,53-32326826,CENTRO EDUCACIONAL FRATERNIDADE,alessandrolmg@gmail.com,,
HORTA CRIANÇA FELIZ,RUA UBERLÂNDIA - 490 -,JARDIM ISMÊNIA,12220670,São José dos Campos,SP,Brasil,12-39126343,HORTA CRIANÇA FELIZ,,,
APAE-Associação de Pais e Amigos dos Excepcionais de São Caetano do Sul,Rua: Xingú - 175 -,Santa Maria,9550550,São Caetano do Sul,SP,Brasil,11-42206003,APAE de São Caetano do Sul,apae-scsul@uol.com.br,www.apaescsul.org.br,44390474000162
Associação Médica de Pernambuco,Rua Oswaldo Cruz - 393 -,Boa Vista,50050220,Recife,PE,Brasil,81-34235473,,,,
Casa da Criança Dom Antônio José dos Santos,Avenida Getulio Vargas - 1700 -,Jardim Alvorada,19807130,Assis,SP,Brasil,18-33213090,Casa da Criança,casadacrianca@femanet.com.br,www.casadacriancadeassis.com.br,44365328000187
INSTITUTO SÃO PIO X,AVENIDA DOM LUIZ ORIONE - 258 -,CENTRO,88860000,Siderópolis,SC,Brasil,48-34353077,CENTRO EDUCACIONAL DOM ORIONE,,,
Missão Filadélfia,"Rua Minas Gerais, - 607 -",Centro,86170000,Sertanópolis,PR,Brasil,43-32322180,Centro de Educação Infantil Filadélfia,missaofiladelfia@gmail.com,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BARRA DE SÃO FRANCISCO,RUA VEREADOR TITO VALDEMAR VIEIRA - 550 -,BAMBÉ,29800000,Barra de São Francisco,ES,Brasil,27-37561565,,,,
ASSOCIAÇÃO DO BEM ESTAR DA CRIANÇA E DO ADOLESCENTE,rua Guaruja - 171 -,Patria Nova,93320160,Novo Hamburgo,RS,Brasil,51-35931978,ASBEM,diretoria@asbem.org.br,www.asbem.org.br,88874144000118
Pequenas Comunidades de Nossa Senhora do Carmo,Rua Romênia - 820 - A,Jardim Montreal,38500000,Monte Carmelo,MG,Brasil,34-38425195,CARMOCEB,carmoceb@yahoo.com.br,mlucia9@yahoo.com.br,20260451000175
ASSOMA - Associação Organizada de Maripá,Rua Fernandes Vieira - 587 - Centro,Centro,85955000,Maripá,PR,Brasil,44-36871880,ASSOMA,assoma.maripa@maripanet.com.br,,
Associação de Pais Amigos e Excepcionais de Igarapé,Rua 03 - 101 -,Madre Liliane,32900000,Igarapé,MG,Brasil,31-35341014,APAE de Igarapé,apaeigarape@yahoo.com.br,,
Casa Espírita Cristã,Rua Nelson Monteiro - 131 - Casa,Ibes,29108710,Vila Velha,ES,Brasil,-33393596,,,,
Instituto Profissional Dom Orione,Av. Eugenio do Nascimento S/N (Entrada Dom Orione) - 0 -,Dom Bosco,36025660,Juiz de Fora,MG,Brasil,32-32324136,,,,
Hospital Espírita de Porto Alegre,Praça Simões Lopes Neto - 175 -,Teresópolis,91720440,Porto Alegre,RS,Brasil,51-33205700,HEPA,hepa@hepa.org.br,www.hepa.org.br,92697291000137
Associação de Pais e Amigos dos Excepcionais de Passos,Rua da Imprensa - 195 -,Belo Horizonte,37900116,Passos,MG,Brasil,35-35291700,APAE de Passos,apaepassos@hotmail.com,,
CASA ASSISTENCIAL DE AMPARO PAULA,RUA: fÁBIO DA LUZ - 450 -,MEIER,20720350,Rio de Janeiro,RJ,Brasil,21-25936143,CAAP,caapaula@ig.com.br,www.caap.kit.net,2049288000114
ASSOCIAÇÃO DE REINTEGRAÇÃO DO INDIVÍDUO ÉBRIO À SOCIEDADE,AV. PRESIDENTE KENNEDY - 441 - CASA,CENTRO,48790000,Tucano,BA,Brasil,75-81358983,CASA DE RECUPERAÇÃO,tucanoaries@yahoo.com.br,,
Instituto Presbiteriano Mackenzie,"R. da Consolação, - 896 - Ed. João Calvino - 10º andar",Consolação,1302907,São Paulo,SP,Brasil,11-21148545,Mackenzie,joer.correa@mackenzie.br,www.mackenzie.br,60967551000150
FUNDAÇÃO UNIVERSIDADE DE CRUZ ALTA,RUA ANDRADE NEVES - 308 -,CENTRO,98025810,Cruz Alta,RS,Brasil,55-33211500,UNIVERSIDADE DE CRUZ ALTA,ERECK@UNICRUZ.EDU.BR,WWW.UNICRUZ.EDU.BR,92928845000160
NOSSA CRECHE,RUA SOLDADO GERALDO MAXIMILIANO - 5 -,SANTA CRUZ,37800000,Guaxupé,MG,Brasil,35-35511733,,,,
D+Eficiente Assoc de Apoio a Capacitação Profissional de Pessoas Portadoras de Necessidades Especiais,Av 7 de Setembro - 4214 - 2 andar conj 301,Centro,80250210,Curitiba,PR,Brasil,41-30443097,D+Eficiente,ong.dmaiseficiente@gmail.com,www.dmaiseficiente.org.br,8343111000102
ASSOCIAÇÃO EDUCATIVA E CULTURAL MARIA EMÍLIA,RUA ARISTON BERTINO DE CARVALHO - 10 -,BROTAS,40285360,Salvador,BA,Brasil,71-33585262,,,,
PROJETO JOVENS DE PINHALZINHO,PCA WILSON FORNARI - 0 - BARRACAO,CENTRO,12995000,Pinhalzinho,SP,Brasil,11-40184992,PROJETO JOVENS DE PINHALZINHO,jovensdepinhalzinho@hotmail.com,,
Cantinho do Céu Lar dos Excepcionais,Rua Rio Verde - 352 -,Vila Albertina,14060190,Ribeirão Preto,SP,Brasil,-36224543,,,,
ASSOCIAÇÃO METODISTA DE AÇÃO SOCIAL,RUA DOS MENINOS - 555 -,MAUÁ,9580300,São Caetano do Sul,SP,Brasil,11-42383100,AMAS,osemeador@3re.metodista.org.br,http://3reosemeador.metodista.org.br,48569263000142
Associação de Pais e Amigos dos Exepcionais de Capivari,Rua Oswaldo Costa - 75 -,Morada do Sol,13360000,Capivari,SP,Brasil,19-34916088,APAE de Capivari,apaedecapivari@dglnet.com.br,,
COLEGIO JUVENAL DE CARVALHO,AVENIDA JOAO PESSOA - 4279 -,DAMAS,60435680,Fortaleza,CE,Brasil,-32577415,7223217000100,,,
ASSOCIAÇÃO DOS OSTOMIZADOS DO RIO DE JANEIRO,"Av. Presidente Vargas - 633 - 22º andar, sala 2210",Centro,20071905,Rio de Janeiro,RJ,Brasil,21-22622003,,,,
Casa do Menor Aprendiz Joanna de Angelis,Praça do Café - 30 -,Aparecida,14870230,Jaboticabal,SP,Brasil,16-32023938,60246303000110,,,
Associação de Ensino Social Profissionalizante,"R. Barão de Itapetininga - 255 - 6.º andar, conj. 614",Centro,1042001,São Paulo,SP,Brasil,11-25041174,ESPRO,responsabilidadesocial@espro.org.br,www.espro.org.br,51549301000100
LAR DA IRMÃ CELESTE,AV. DOUTOR TIMOTEO PENTEADO - 3035 - TORRES TIBAGI,GUARULHOS,7061001,Guarulhos,SP,Brasil,11-24553535,LIC,licadm@gmail.com,lardairmaceleste.org.br,60987815000138
Associação Regional das Casas Familiares Rurais do Sul do Brasil,RUA SÃO PAULO - 461 - Caixa Postal 51,Centro,85700000,Barracão,PR,Brasil,49-36441349,ARCAFAR SUL,arcafarsul@arcafarsul.org.br,arcafarsul.org.br,80883648000192
Associação Cultural Centro de Tratamento e Estudos em Saude Mental - Clitop,Avenida Paulo de Frontin - 610 - A,Rio Comprido,20261243,Rio de Janeiro,RJ,Brasil,-25020636,Clitop,acclitop@yahoo.com.br,,
Associação de Pais e Amigos dos Excepcionais de Aratiba,Linha Auxiliadora s/nº - 0 -,Interior,99770000,Aratiba,RS,Brasil,54-33761365,APAE Aratiba,francielibaiocco@yahoo.com.br,,
SANTA CASA DE MISERICÓRDIA DE SÃO SEBASTIÃO DO PARAÍSO,PÇA JOÃO PIO DE FIGUEIREDO WESTIN - 92 -,MOCOOQUINHA,37950000,São Sebastião do Paraíso,MG,Brasil,35-35391300,SANTA CASA DE MISERICÓRDIA DE SS PARAÍSO,contador@santacasassp.com.br,www.santacasassp.com.br,24899395000174
ACTI-ACAO COMUNITARIA TODOS IRMAOS,RUA JOSE DA CUNHA PONTE - 26 -,PARQUE BELEM,2850070,São Paulo,SP,Brasil,11-39811964,,,,
INSTITUTO NOSSA SENHORA AUXILIADORA,AVENIDA DOM BOSCO - 310 -,CENTRO,62760000,Baturité,CE,Brasil,-33470324,7062961000170,,,
Centro Evangélico de Recuperação Social de Paulo Afonso,Rua Ver. José Moreira - 850 -,Centro,48601180,Paulo Afonso,BA,Brasil,-35013501,Centro Evangélico de Recuperação Social de Paulo Afonso,adm@colegiosete.com.br,www.colegiosete.com.br,13911052000161
INSTITUTO WALDEMAR FALCÃO,RUA CORONEL POMPEU - 720 -,CENTO,62800000,Aracati,CE,Brasil,-34211481,7021371000107,,,
Agenzia regionale per le adozioni internazionali - Regione Piemonte,Rua das Ubaranas - 26 - Casa,Pituba,41900390,Salvador,BA,Brasil,71-32407568,A.R.A.I. - Regione Piemonte,fatimaoliveirafarias@yahoo.com.br,http://www.regione.piemonte.it/adoz_internaz/,
ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA DE SANTO ANTONIO DA PLATINA - APMI,PC SAO BENEDITO - 5 - SALA 05 PRONTO SOCORRO MUNIC,CENTRO,86430000,Santo Antônio da Platina,PR,Brasil,43-35344212,,,,
casa espirida analia franco,av cel cosme - 370 -,vila cel cosme,74635030,Goiânia,GO,Brasil,-39456175,o mesmo,cruvinelthiago@bol.com.br,,
ASSOCIAÇÃO REVIVER - GRUPO DE APOIO À CRIANÇA E AO ADOLESCENTE,Rua Sacadura Cabral - 193 -,Saúde,20221160,Rio de Janeiro,RJ,Brasil,21-25187759,,,,
SEMEAR - Associação para Integração e Apoio aos Portadores de Deficiência,Rua Pedro Cacunda - 547 -,Vila Paulicéia,2046090,São Paulo,SP,Brasil,11-29799533,SEMEAR,semear@semear.org.br,www.semear.org.br,61406724000124
Instituição de Proteção a Criança Aparecidense,Rua São Vicente - 200 -,Centro,37148000,Conceição da Aparecida,MG,Brasil,35-35641267,Creche,ipca.ei@hotmail.com,,
Lar Beneficente Celina,Rua Leonardo Commar - 3179 -,Pozzobon,15503023,Votuporanga,SP,Brasil,17-34268590,Lar Celina,didier@terra.com.br,,
SOCIEDADE CULTURA ARTISTICA,RUA JORGE CZERNIEWICZ - 160 -,CZERNIEWICZ,89255000,Jaraguá do Sul,SC,Brasil,47-32752477,SCAR,financeiro@scar.art.br,www.scar.art.br,82901638000168
ASSOCIAÇÃO DE AMIGOS DA SOCIEDADE LEGIÃO BRASILEIRA - BIBLIOTECA PADRE EUCLIDES,RUA VISCONDE DE INHAUMA - 490 - 1 ANDAR SALA 2,CENTRO,14010903,Ribeirão Preto,SP,Brasil,-32340180,,,,
COMUNIDADE EURÍPEDES BARSANULFO,AVENIDA SAMPAIO VIDAL - 2110 - A,JARDIM CONTINENTAL,17524061,Marília,SP,Brasil,14-34175768,,,,
OSCIP ASSOCIAÇÃO DO DESENVOLVIMENTO AGRICOLA E COMUNITÁRIO DA LAGOA DA BOA VISTA,RUA JOSÉ PEDRO DE SOUZA - 0 - CASA,Z. RURAL,46900000,Seabra,BA,Brasil,75-33629080,ADAC -ASSOCIAÇÃO DA LAGOA DA BOA VISTA,lclago@sefaz.ba.gov.br,,
CASA DE APOIO SÃO LUIZ,RUA DOS PINHAIS S/N - 0 - AREA 7-A,LOTEAM AGUAS CLARAS,74980970,Aparecida de Goiânia,GO,Brasil,62-35844518,,,,
Associação de Pais e Amigos dos Excepcionais de Coronel Vivida,Rua XV de novembro - 570 -,centro,85550000,Coronel Vivida,PR,Brasil,46-32322050,Escola de Educação Especial Mundo Feliz,apaecel@wln.com.br,,
FUNDAÇÃO PERPETUA MAGALHÃES,AV. NOSSA SENHORA DOS PRAZERES - 285 -,CENTRO,61600000,Caucaia,CE,Brasil,85-33420448,,,,
ASSOCIAÇÃO EDUCACIONAL MARIA AUXILIADORA,Rua Silva Ramos - 833 -,Centro,69025030,Manaus,AM,Brasil,92-21251353,COLÉGIO NOSSA SENHORA AUXILIADORA,byhelena@gmail.com,www.auxiliadora.g12.br,4566360000106
Apoio aos portadores de coagulopatias,SHCG/NORTE CR QUADRA 716 BLOCO E - 30 - SALA 103,ASA NORTE,70770650,Brasília,DF,Brasil,-33477097,"Associação dos Voluntários, Pesquisadores e Portadores de Coagulopatia",ajude-c@ajude-c.org.br,,
Conselho Central de Carandaí da Sociedade de São Vicente de Paulo,Rua Juiz Osvaldo Abrita - 156 -,Cruzeiro,36280000,Carandaí,MG,Brasil,-33613467,Sociedade de São Vicente de Paulo,neusa.c.nunes@gmail.com,,
CENTRO DE APOIO A CRIANÇA E ADOLESCENTE DE MARILIA,RUA VIDAL DE NEGREIROS - 367 -,PALMITAL,17510080,Marília,SP,Brasil,14-34331645,,,,
ABRIGO ESPIRITA HILDA VILELA,AV . BELO HORIZONTE - 112 -,BRASIL,38430000,Tupaciguara,MG,Brasil,34-32812829,ABRIGO HILDA VILELA,carlinhoborges@netsite.com.br,,
VILA VICENTINA FURTADO DE MENEZES,RUA PADRE ALBERTO FUGER - 1 -,ARNALDOS,37270000,Campo Belo,MG,Brasil,35-38326464,,,,
AVAP Associação Valadarense de Aposentados e Pensionistas,Av Brasil - 3909 - Loja 5,Centro,35010070,Governador Valadares,MG,Brasil,33-32723990,AVAP,avapiano@ig.com.br,,
LAR SÃO CAMILO DE LÉLIS,RUA ARARAS - 76 -,FRANCOS,13940000,Águas de Lindóia,SP,Brasil,19-38241962,,,,
Voluntariado de Obras Sociais do Maranhão,"Av. beira Mar, S/N - 0 -",Centro,65010070,São Luís,MA,Brasil,98-32315076,VOS,vos.maranhao@gmail.com,,
ASSOCIAÇÃO BENEFICENTE CRISTÃ,RUA SANTA RITA - 173 -,VILA CAMARGO,17060300,Bauru,SP,Brasil,14-32225171,,,,
SOCIEDADE ASSISTENCIAL PARA CEGOS BOM JESUS,RUA JOAQUIM ALVES - 10 -,VILA NORMA,8062160,São Paulo,SP,Brasil,-61412988,SOCIEDADE ASSISTENCIAL BOM JESUS,sociedadebomjesus@globo.com,,
Associação de Proteção à Maternidade e a Infância,Rua Antônio Franciscatto - 755 -,Vila Assunta,19880000,Cândido Mota,SP,Brasil,18-33411330,Creche Menino Jesus,ana_alcantara2@hotmail.com.br,,
Lar dos Velhos O.U. Soc São Vicente de Paulo,Av : Dr Getúlio Vargas - 732 -,vila nova Santana,19807130,Assis,SP,Brasil,18-33224670,Lar dos Velhos,lardosvelhos_assis@hotmail.com,,
ASSOCIAÇÃO PESTALOZZI DE SALVADO,AVENIDA MEM DE SÁ - 74 -,RIBEIRA,40420260,Salvador,BA,Brasil,71-33121254,SOCIEDADE PESTALOZZI DE SALVADOR,PESTALOZZIBA@TERRA.COM.BR,,
ASSOCIAÇÃO DE PAIS E AMUGOS DOS EXCEPCIONAIS DE ENCANTADO,RUA AUGUSTO PRETTO - 834 -,NOSSA SENHORA APARECIDA,95960000,Encantado,RS,Brasil,51-37511947,APAE ENCANTADO,encantado@apaebrasil.org.br,www.encantado.apaebrasil.org.br,88049416000145
Associação dos obesos de Rondonia,RUA ARPA 6500 S/N - CASTANHEIRA - 6500 - castanheira,castanheira,78900700,Porto Velho,RO,Brasil,69-932277729,Pense Leve,margot.dantas@terra.com.br,,
Associação de Pais e Amigos das Pessoas Portadoras de Necessidades Especiais,Rua Rodrigo do Lago - 94 -,Centro,18602091,Botucatu,SP,Brasil,-38824418,APAPE,apapebtu@hotmail.com,,
Fundação de apoio a Criança e ao Adolescente,Rua o2 Quadra B - 49 - Bonfim II,Casas Populares,48970000,Senhor do Bonfim,BA,Brasil,74-35412927,FUNDAME,fundamedebonfim@yahoo.com.br,,
Assistência Social Ebenézer,Palmeiras de Goiás - 75 -,Centro,76190000,Palmeiras de Goiás,GO,Brasil,64-35711148,ASE,evangelicaebenezer@gmail.com,,
Mitra Arquidiocesana de Niterói,Rua Gavião Peixoto - 250 - Sobreloja,Icaraí,24230103,Niterói,RJ,Brasil,21-36021700,Palácio Episcopal,servicosocial@arquidioceseniteroi.org.br,www.arquidioceseniteroi.org.br,30147995000189
Fundação Affonso Ferreira,Av. Andrade Neves - 611 -,Botafogo,13013161,Campinas,SP,Brasil,19-37378000,Fundação,cetipb@terra.com.br,,
Grupo de Desenvolvimento Comunitário,R. Cajui - 100 -,Suzana,31260480,Belo Horizonte,MG,Brasil,-34977255,,,,
Associação Mantenedora Pandorga,Rua Pedro Peres - 141 - casa,Rio Branco,93032030,São Leopoldo,RS,Brasil,51-35887799,Pandorga,apandorga@terra.com.br,www.pandorgaautismo.org,3788125000116
ASSOCIACAO DE PAIS E AMIGOS DOS EXEPCIONAIS - APAE - SAO SI,AV GOIAS - 3 - C/ RUA 02,CENTRO,75890000,São Simão,GO,Brasil,-36583537,APAE SAO SIMAO,gledson6000@yahoo.com.br,,
Associação de Pais e amigos dos Excepcionais,R. Juscelino Kubitschek - 104 -,Palmeiras,37220000,Bom Sucesso,MG,Brasil,-38412169,Escola Especial José Magalhães,apaebs@hotmail.com,,
Fundação São Francisco de Senhor do Bonfim,Rua Milão quadra H - 74 - Vila Italia,Bonfim III,48970000,Senhor do Bonfim,BA,Brasil,74-35415408,Fundação São Francisco de Senhor do Bonfim,fundsf@hotmail.com,,
APAE de Timbé do Sul,Rua Pedro Panatta - 200 -,Centro,88940000,Timbé do Sul,SC,Brasil,48-35361057,APAE de Timbé do Sul,apaetimbe@hotmail.com,,
INSTITUTO SANTA TEREZINHA DE ESTUDOS PROFISSIONALIZANTES,RUA A - 243 -,VILA DA COHAB,56700000,São José do Egito,PE,Brasil,-38442312,ESCOLA SANTA TEREZINHA,antoniopessoapereira2008@yahoo.com.br,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,RUA HERMES DE CAMARGO - 107 - CASA,BELA VISTA,84250000,Imbaú,PR,Brasil,42-32781617,APAE,apaeimbau@ibest.com.br,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CRICIUMA,RUA IMIGRANTE DE LUCA - 600 -,PINHEIRINHO,88804600,Criciúma,SC,Brasil,-34382543,ESCOLA CAMINHO DA LUZ,apaecri@matrix.com.br,,
ENA- ESPAÇO NOSSA ÂNCORA,Rua Dolzani Ricardo - 340 -,centro,12210110,São José dos Campos,SP,Brasil,12-39516149,,,,
"ASILO SAO VICENTE DE PAULO, OBRA UNIDA A SSVP",RUA ANDRINO SOARES - 26 -,CENTRO,86420000,Carlópolis,PR,Brasil,43-35661196,ASILO DE CARLOPOLIS,asiloclps@hotmail.com,,
ASSOCIAÇÃO DOS OBREIROS DE RUA,SHCGN Q. 712 BL. Q CASA 39 - 39 - Q.712,ASA NORTE,70760717,Brasília,DF,Brasil,-33408915,ADOR,joaopt2@bol.com.br,www.sociedadeobreirosderua.hpg.ig.com.br,2624048000104
ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E A CRIANÇA,RUA DOZE DE OUTUBRO - 950 -,VILA CAMARGO,17060160,Bauru,SP,Brasil,14-32225171,,,,
Sociedade Filantrópica São Vicente,Avenida Governardor Portela - 382 -,Centro,26221030,Nova Iguaçu,RJ,Brasil,-26695867,Centro Social São Vicente,contato@patronato.org.br,www.patronato.org.br,28718369000153
Itamirim Clube de Campo,Rua José Gall - 1106 -,Carvalho,88307101,Itajaí,SC,Brasil,47-33497198,Itamirim Clube de Campo,itamirimtenis@matrix.com.br,itamirim.com,83825497000104
Sociedade Operaria Humanitaria,Rua Antonia Valverde Cruanes - 70 -,J.Nova Italia,13484400,Limeira,SP,Brasil,-34467711,Sciedade Operaria Humanitaria,irene@humanitaria.com.br,www.humanitaria.com.br,51469187000108
Creche Comunitária Maria Bessa,Rua Clóvis de Souza Munhoz - 53 -,Regina,30692280,Belo Horizonte,MG,Brasil,31-33824066,Creche Comunitária Maria Bessa,crechemariabessa@yahoo.com.br,,
COLEGIO SANTA RITA,RUA VIGARIO ODILON - 152 -,CENTRO,58397000,Areia,PB,Brasil,83-33622206,,,,
CASA PADRE MOYE,AV DEP EMILIO CARLOS - 318 -,BAIRRO DO LIMÃO,2720000,São Paulo,SP,Brasil,11-39651550,,,,
INSTITUIÇÃO ASSISTENCIAL MARIA DE NAZARETH,RUA MARIA ELISA SOUZA PINTO DE OLIVEIRA - 121 -,COHAB III,18650000,São Manuel,SP,Brasil,-38412109,,,,
Associação de Proteção a Maternidade e a Infância,Rua Padre Manoel da Nóbrega - 932 -,centro,85835000,Jesuítas,PR,Brasil,44-35351734,,,,
INSTITUTO CRIANÇA OLÍMPICA - INCO -,AVENIDA 7 - 1337 - SALÃO,FORTALEZA,14783090,Barretos,SP,Brasil,17-33251498,INSTITUTO CRIANÇA OLÍMPICA,barretos@criancaolimpica.org.br,www.criancaolimpica.org.br,6538677000164
Irmandade dos Pobres de Engenheiro Paulo de Frontin,Rua: Arlindo Nunes - 28 -,Centro,26650000,Engenheiro Paulo de Frontin,RJ,Brasil,24-24631047,Hospital Nelson Salles,hospitalnelsonsalles@gmail.com,,
Cáritas Diocesana de Rondonópolis,"Av. Bandeirantes - 5,52599999 -",Vila Operária,78720587,Rondonópolis,MT,Brasil,66-34261001,,,,
"Comfederação das Santas Casas de Misericórdia, Hospitais e Entidades Filantrópicas",SCS Qd. 01 Bloco Edificio Central - 12021207 -,Centro,70304900,Brasília,DF,Brasil,61-33219563,Confederação das Santas Casas,marinez@cmb.org.br,www.cmb.org.br,54934005000110
Casa da Criança Carlota Lima de Carvalho e Silva,Rua Marciliano - 159 -,Centro,13800012,Moji Mirim,SP,Brasil,19-38623841,,,,
Casa da Criança Nossa Senhora das Dores de Candido Mota,Rua Sao Caetano - 119 -,Vila Operaria,19880000,Cândido Mota,SP,Brasil,-33411257,Casa da Criança,casacaetana@uol.com.br,,
Associação de Pais e Amigos da Escola Municipal de Bailado,Rua 13 de Maio - 300 -,Vila Perino,19911726,Ourinhos,SP,Brasil,14-33021800,Bailado Ourinhos,etbrasileiro@gmail.com,,
EDUCANDÁRIO MENINO DE DEUS,RUA BELÉM - 753 -,CIDADE NOVA,68625970,Paragominas,PA,Brasil,-37292029,,,,
associação obras sociais paróquia de são joão evangelista,rua manoel gomes pereira - 120 -,serra,30220220,Belo Horizonte,MG,Brasil,31-32215756,creche casa da criança,,,
Associação de Pais e Amigos dos Excepcionais,"Rua Luiz Busetti, - 66 -",São Luiz,95180000,Farroupilha,RS,Brasil,54-32612929,APAE de Farroupilha,apae.farroupilha@ibest.com.br,,
CASA DA CRIANÇA DES. DR. EUCLIDES CUSTODIO DA SILVEIRA,Rua Odulfo Oliveira Guimarães - 431 -,Vila Beluzzo,14740000,Viradouro,SP,Brasil,17-33921880,,,,
SOCIEDADE UNIVERSITÁRIA GAMA FILHO,RUA MANOEL VITORINO - 553 -,PIEDADE,20740280,Rio de Janeiro,RJ,Brasil,21-25365102,,,,
Lar Vicentino de Caçapava OUSSVP,Rua Dr. Pedro Moreira da Costa - 249 -,Vila Antonio Augusto,12287170,Caçapava,SP,Brasil,12-36534562,,,,
LARES - Legião de Assistência para Reabilitação de Excepcionais,Av.Barão do Rego Barros - 179 -,Campo Belo,4612040,São Paulo,SP,Brasil,11-50961859,,,,
OBRAS SOCIAIS NOSSA SENHORA APARECIDA,RUA QUATROZE - 237 -,CENTRO,86140000,Primeiro de Maio,PR,Brasil,43-32351215,80610280000199,,,
Associação Civil das Servas de Maria do Barsil,Estrada do Capenha - 856 -,Jacarepagua,22743040,Rio de Janeiro,RJ,Brasil,21-32993912,Servita,anair@servirta.com.br,,
MISSÃO PLANTNADO A SEMENTE,Sede: Av Presidente Costa e Silva - 609 - sala 505,Boqueirao,11701000,Praia Grande,SP,Brasil,13-34746413,MISSÃO PAS,ducarmo.maria@hotmail.com,,
